Date,Open,High,Low,Close,Volume,EF_1,EF_2,Oil FutureTrend,Gold FutureTrend,Trend,Twitter Sentiments,FutureTrend
20/12/2018,0.239999995,0.239999995,0.224999994,0.230000004,609100,0.333333996,-4.166662786,Positive,Positive,Negative,0,Negative
21/12/2018,0.230000004,0.275000006,0.219999999,0.275000006,725600,1,19.56521781,Negative,Negative,Positive,27,Negative
24/12/2018,0.254999995,0.289999992,0.25,0.289999992,394400,1,13.72548905,Neutral,Neutral,Positive,0,Negative
27/12/2018,0.310000002,0.354999989,0.289999992,0.344999999,1816400,0.846153987,11.29032134,Negative,Negative,Positive,74,Positive
28/12/2018,0.340000004,0.344999999,0.319999993,0.340000004,588200,0.800000238,0,Negative,Positive,Neutral,38,Negative
31/12/2018,0.330000013,0.354999989,0.319999993,0.354999989,238700,1,7.57575005,Negative,Negative,Positive,0,Negative
02/01/2019,0.349999994,0.469999999,0.340000004,0.430000007,1085100,0.692307745,22.85714699,Negative,Negative,Positive,41,Negative
03/01/2019,0.430000007,0.519999981,0.400000006,0.49000001,1593200,0.750000186,13.95348869,Negative,Positive,Positive,139,Positive
04/01/2019,0.50999999,0.50999999,0.449999988,0.460000008,1179400,0.166666998,-9.803918246,Negative,Negative,Negative,0,Positive
07/01/2019,0.444999993,0.449999988,0.400000006,0.400000006,701400,0,-10.11235677,Negative,Positive,Negative,42,Positive
08/01/2019,0.38499999,0.395000011,0.335000008,0.354999989,1556600,0.333333002,-7.792208295,Negative,Negative,Negative,23,Negative
09/01/2019,0.344999999,0.395000011,0.340000004,0.389999986,550700,0.909090466,13.04347451,Negative,Positive,Positive,59,Neutral
10/01/2019,0.38499999,0.400000006,0.36500001,0.389999986,236100,0.714285106,1.298700092,Positive,Negative,Positive,0,Positive
11/01/2019,0.389999986,0.400000006,0.375,0.38499999,294900,0.399999523,-1.282050106,Positive,Negative,Negative,0,Positive
14/01/2019,0.379999995,0.379999995,0.354999989,0.36500001,245400,0.400000715,-3.947364706,Negative,Positive,Negative,28,Positive
15/01/2019,0.360000014,0.370000005,0.349999994,0.354999989,258300,0.249999627,-1.388895788,Negative,Negative,Negative,4,Negative
16/01/2019,0.360000014,0.36500001,0.349999994,0.360000014,176600,0.666667329,0,Positive,Positive,Neutral,42,Positive
17/01/2019,0.354999989,0.36500001,0.330000013,0.344999999,528500,0.428571064,-2.816898807,Negative,Positive,Negative,12,Positive
18/01/2019,0.354999989,0.354999989,0.310000002,0.340000004,434400,0.666666887,-4.225348211,Positive,Negative,Negative,0,Positive
21/01/2019,0.330000013,0.330000013,0.305000007,0.310000002,343900,0.199999762,-6.060609071,Neutral,Neutral,Negative,12,Negative
22/01/2019,0.310000002,0.340000004,0.310000002,0.330000013,153800,0.666666998,6.451616315,Negative,Negative,Positive,37,Neutral
23/01/2019,0.330000013,0.335000008,0.319999993,0.330000013,85900,0.666667329,0,Negative,Positive,Neutral,40,Positive
24/01/2019,0.319999993,0.335000008,0.300000012,0.310000002,364700,0.285714042,-3.12499709,Negative,Negative,Negative,0,Negative
25/01/2019,0.300000012,0.344999999,0.300000012,0.335000008,394600,0.777777925,11.66666501,Positive,Negative,Positive,0,Positive
28/01/2019,0.335000008,0.335000008,0.310000002,0.319999993,275300,0.399999523,-4.477616455,Negative,Negative,Negative,34,Negative
29/01/2019,0.319999993,0.400000006,0.319999993,0.379999995,1222900,0.749999907,18.75000116,Negative,Negative,Positive,0,Positive
30/01/2019,0.375,0.389999986,0.354999989,0.360000014,296000,0.142857873,-3.999996185,Positive,Negative,Negative,0,Negative
31/01/2019,0.400000006,0.414999992,0.36500001,0.409999996,1177700,0.90000006,2.499997579,Negative,Positive,Positive,33,Neutral
01/02/2019,0.414999992,0.419999987,0.38499999,0.409999996,503700,0.714285958,-1.204818152,Positive,Positive,Negative,0,Negative
04/02/2019,0.414999992,0.479999989,0.409999996,0.474999994,1287400,0.928571489,14.45783219,Positive,Positive,Positive,29,Positive
05/02/2019,0.465000004,0.474999994,0.455000013,0.460000008,376400,0.25,-1.075267783,Negative,Positive,Negative,32,Positive
06/02/2019,0.460000008,0.465000004,0.419999987,0.439999998,505200,0.444444518,-4.34782834,Positive,Positive,Negative,0,Positive
07/02/2019,0.449999988,0.449999988,0.425000012,0.435000002,184000,0.4,-3.333330243,Negative,Negative,Negative,0,Positive
08/02/2019,0.419999987,0.430000007,0.38499999,0.395000011,815100,0.22222259,-5.952375462,Positive,Positive,Negative,27,Negative
11/02/2019,0.379999995,0.425000012,0.379999995,0.425000012,119900,1,11.8421098,Negative,Negative,Positive,0,Positive
12/02/2019,0.419999987,0.419999987,0.400000006,0.400000006,176500,0,-4.761900369,Negative,Negative,Negative,0,Neutral
13/02/2019,0.414999992,0.414999992,0.375,0.400000006,336400,0.625000279,-3.614454457,Negative,Positive,Negative,0,Positive
14/02/2019,0.38499999,0.395000011,0.36500001,0.379999995,245700,0.499999503,-1.298700092,Negative,Negative,Negative,0,Neutral
15/02/2019,0.38499999,0.389999986,0.370000005,0.379999995,212200,0.5,-1.298700092,Negative,Negative,Negative,64,Negative
19/02/2019,0.370000005,0.400000006,0.370000005,0.400000006,276300,1,8.108108326,Negative,Negative,Positive,38,Positive
20/02/2019,0.400000006,0.409999996,0.319999993,0.340000004,3925900,0.222222333,-15.00000037,Negative,Positive,Negative,58,Negative
21/02/2019,0.349999994,0.36500001,0.340000004,0.354999989,461400,0.599999285,1.428570091,Negative,Negative,Positive,0,Positive
